transaction_id,timestamp,amount,currency,sender_account_id,receiver_account_id,sender_customer_id,receiver_customer_id,transaction_type,sender_country,receiver_country
260,2025-06-03T19:41:15,44641.04,INR,ACC1035,ACC1090,CUST029,CUST030,transfer,India,India
261,2025-06-06T07:51:56,34055.12,INR,ACC1045,ACC1066,CUST010,CUST040,deposit,India,India
262,2025-06-04T00:34:03,61020.26,INR,ACC1051,ACC1073,CUST034,CUST008,deposit,India,India
263,2025-06-08T03:45:04,1123.26,INR,ACC1059,ACC1082,CUST012,CUST042,transfer,India,India
264,2025-06-01T13:20:58,88129.67,INR,ACC1053,ACC1042,CUST031,CUST018,withdrawal,India,India
265,2025-06-02T06:53:40,78501.11,INR,ACC1022,ACC1008,CUST021,CUST046,withdrawal,India,India
266,2025-06-04T05:53:20,28961.76,INR,ACC1010,ACC1042,CUST027,CUST018,deposit,India,India
267,2025-06-01T11:59:45,76988.49,INR,ACC1076,ACC1010,CUST010,CUST027,deposit,India,India
268,2025-06-06T16:23:36,76263.82,INR,ACC1044,ACC1033,CUST001,CUST001,deposit,India,India
269,2025-06-05T00:14:18,89883.87,INR,ACC1035,ACC1083,CUST029,CUST006,transfer,India,India
270,2025-06-02T10:12:46,24432.93,INR,ACC1057,ACC1065,CUST004,CUST027,payment,India,India
271,2025-06-02T00:04:10,71202.51,INR,ACC1091,ACC1022,CUST039,CUST021,payment,India,India
272,2025-06-06T23:04:49,33655.9,INR,ACC1053,ACC1099,CUST031,CUST041,transfer,India,India
273,2025-06-05T19:09:25,43348.07,INR,ACC1040,ACC1085,CUST031,CUST013,payment,India,India
274,2025-06-03T10:25:12,32512.23,INR,ACC1069,ACC1083,CUST011,CUST006,payment,India,India
275,2025-06-06T23:51:03,10520.02,INR,ACC1069,ACC1024,CUST011,CUST016,withdrawal,India,India
276,2025-06-06T23:06:02,20145.19,INR,ACC1026,ACC1047,CUST019,CUST039,deposit,India,India
277,2025-06-06T12:40:59,77882.9,INR,ACC1074,ACC1046,CUST048,CUST038,withdrawal,India,China
278,2025-06-02T12:51:47,20860.19,INR,ACC1027,ACC1086,CUST017,CUST011,transfer,India,India
279,2025-06-05T03:28:57,5558.54,INR,ACC1032,ACC1057,CUST018,CUST004,transfer,India,India
280,2025-06-07T18:00:49,27729.89,INR,ACC1081,ACC1005,CUST002,CUST024,deposit,India,China
281,2025-06-06T03:46:26,47430.75,INR,ACC1050,ACC1100,CUST003,CUST026,transfer,India,India
282,2025-06-05T11:24:41,30352.49,INR,ACC1022,ACC1079,CUST021,CUST028,withdrawal,India,India
283,2025-06-03T16:37:18,41103.7,INR,ACC1093,ACC1031,CUST029,CUST007,deposit,India,India
284,2025-06-03T03:57:46,40660.42,INR,ACC1036,ACC1056,CUST048,CUST011,deposit,India,India
285,2025-06-04T21:33:05,89483.92,INR,ACC1012,ACC1061,CUST040,CUST030,deposit,India,India
286,2025-06-06T04:17:54,8009.32,INR,ACC1071,ACC1077,CUST030,CUST016,transfer,India,India
287,2025-06-06T01:26:07,86584.53,INR,ACC1030,ACC1010,CUST026,CUST027,withdrawal,India,India
288,2025-06-06T21:48:48,1579.58,INR,ACC1048,ACC1050,CUST025,CUST003,payment,Nigeria,India
289,2025-06-05T09:46:38,31804.07,INR,ACC1062,ACC1024,CUST038,CUST016,withdrawal,India,India
290,2025-06-08T02:40:28,51380.19,INR,ACC1073,ACC1062,CUST008,CUST038,deposit,India,India
291,2025-06-02T05:46:52,3057.56,INR,ACC1045,ACC1100,CUST010,CUST026,transfer,India,India
292,2025-06-06T23:03:24,67470.82,INR,ACC1063,ACC1057,CUST032,CUST004,deposit,India,India
293,2025-06-04T05:56:05,75952.3,INR,ACC1002,ACC1073,CUST049,CUST008,withdrawal,India,India
294,2025-06-02T18:12:51,10674.2,INR,ACC1030,ACC1039,CUST026,CUST039,transfer,India,India
295,2025-06-02T13:52:13,84500.47,INR,ACC1092,ACC1088,CUST028,CUST040,withdrawal,India,India
296,2025-06-05T06:22:35,29172.8,INR,ACC1066,ACC1054,CUST040,CUST009,payment,India,India
297,2025-06-01T23:44:16,56934.57,INR,ACC1034,ACC1092,CUST001,CUST028,payment,India,India
298,2025-06-03T21:24:53,8536.32,INR,ACC1097,ACC1011,CUST041,CUST020,deposit,India,India
299,2025-06-02T08:35:58,17210.61,INR,ACC1055,ACC1040,CUST020,CUST031,withdrawal,India,India
300,2025-06-01T10:59:59,65206.77,INR,ACC1017,ACC1085,CUST017,CUST013,deposit,India,India
301,2025-06-07T10:21:33,68800.33,INR,ACC1074,ACC1001,CUST048,CUST007,transfer,India,India
302,2025-06-02T20:31:01,22564.38,INR,ACC1015,ACC1063,CUST002,CUST032,deposit,India,India
303,2025-06-08T02:36:19,86743.99,INR,ACC1006,ACC1065,CUST045,CUST027,transfer,India,India
304,2025-06-03T23:31:40,72449.56,INR,ACC1079,ACC1082,CUST028,CUST042,payment,India,India
305,2025-06-01T21:49:44,73260.52,INR,ACC1069,ACC1025,CUST011,CUST037,payment,India,India
306,2025-06-03T22:10:11,86717.29,INR,ACC1048,ACC1089,CUST025,CUST010,withdrawal,Nigeria,India
307,2025-06-05T22:06:09,67674.3,INR,ACC1075,ACC1046,CUST031,CUST038,transfer,Nigeria,China
308,2025-06-07T23:07:41,70308.35,INR,ACC1081,ACC1091,CUST002,CUST039,transfer,India,India
309,2025-06-07T19:21:57,52712.38,INR,ACC1033,ACC1037,CUST001,CUST041,withdrawal,India,India
310,2025-06-04T13:13:06,14991.9,INR,ACC1014,ACC1020,CUST028,CUST003,withdrawal,India,India
311,2025-06-01T22:09:18,2762.04,INR,ACC1019,ACC1055,CUST041,CUST020,deposit,India,India
312,2025-06-02T13:49:18,86375.08,INR,ACC1064,ACC1009,CUST002,CUST016,payment,India,India
313,2025-06-07T03:12:24,84928.91,INR,ACC1085,ACC1021,CUST013,CUST031,withdrawal,India,India
314,2025-06-06T20:54:09,83338.4,INR,ACC1001,ACC1094,CUST007,CUST042,transfer,India,India
315,2025-06-03T03:59:21,85739.88,INR,ACC1001,ACC1057,CUST007,CUST004,transfer,India,India
316,2025-06-05T08:20:44,48270.89,INR,ACC1011,ACC1012,CUST020,CUST040,payment,India,India
317,2025-06-06T01:04:39,80435.51,INR,ACC1053,ACC1055,CUST031,CUST020,payment,India,India
318,2025-06-04T14:17:07,7099.19,INR,ACC1097,ACC1079,CUST041,CUST028,withdrawal,India,India
319,2025-06-06T23:54:44,38489.62,INR,ACC1005,ACC1067,CUST024,CUST038,transfer,China,India
320,2025-06-02T12:31:14,478.07,INR,ACC1029,ACC1088,CUST017,CUST040,payment,India,India
321,2025-06-04T11:38:13,38163.03,INR,ACC1040,ACC1008,CUST031,CUST046,withdrawal,India,India
322,2025-06-06T20:58:32,43150.37,INR,ACC1026,ACC1042,CUST019,CUST018,payment,India,India
323,2025-06-05T12:11:32,50224.64,INR,ACC1100,ACC1050,CUST026,CUST003,withdrawal,India,India
324,2025-06-06T09:24:21,53031.17,INR,ACC1076,ACC1047,CUST010,CUST039,withdrawal,India,India
325,2025-06-04T03:48:40,70194.27,INR,ACC1040,ACC1029,CUST031,CUST017,transfer,India,India
326,2025-06-04T15:24:26,78749.13,INR,ACC1074,ACC1078,CUST048,CUST028,withdrawal,India,India
327,2025-06-08T05:30:34,32185.63,INR,ACC1021,ACC1043,CUST031,CUST007,transfer,India,India
328,2025-06-07T01:27:22,75669.68,INR,ACC1061,ACC1082,CUST030,CUST042,withdrawal,India,India
329,2025-06-04T11:43:20,17810.56,INR,ACC1084,ACC1041,CUST015,CUST016,withdrawal,India,India
330,2025-06-05T01:03:52,27375.17,INR,ACC1094,ACC1033,CUST042,CUST001,transfer,India,India
331,2025-06-04T09:32:04,35080.11,INR,ACC1025,ACC1062,CUST037,CUST038,transfer,India,India
332,2025-06-05T08:13:00,31287.29,INR,ACC1066,ACC1046,CUST040,CUST038,payment,India,China
333,2025-06-03T15:09:32,64865.84,INR,ACC1024,ACC1005,CUST016,CUST024,withdrawal,India,China
334,2025-06-06T06:51:19,20407.27,INR,ACC1085,ACC1056,CUST013,CUST011,withdrawal,India,India
335,2025-06-06T03:15:22,24842.67,INR,ACC1019,ACC1007,CUST041,CUST015,transfer,India,India
336,2025-06-06T01:19:05,39970.83,INR,ACC1022,ACC1007,CUST021,CUST015,transfer,India,India
337,2025-06-06T06:18:15,16777.23,INR,ACC1075,ACC1092,CUST031,CUST028,deposit,Nigeria,India
338,2025-06-07T20:23:21,25547.05,INR,ACC1031,ACC1037,CUST007,CUST041,withdrawal,India,India
339,2025-06-08T04:54:22,31591.23,INR,ACC1052,ACC1006,CUST013,CUST045,payment,India,India
340,2025-06-05T01:09:54,1696.41,INR,ACC1090,ACC1060,CUST030,CUST047,withdrawal,India,India
341,2025-06-06T19:48:41,62879.88,INR,ACC1074,ACC1034,CUST048,CUST001,transfer,India,India
342,2025-06-08T02:50:54,60153.62,INR,ACC1077,ACC1055,CUST016,CUST020,transfer,India,India
343,2025-06-07T21:13:08,58535.07,INR,ACC1011,ACC1041,CUST020,CUST016,transfer,India,India
344,2025-06-05T20:38:36,56160.94,INR,ACC1093,ACC1045,CUST029,CUST010,transfer,India,India
345,2025-06-05T03:30:01,66755.83,INR,ACC1099,ACC1041,CUST041,CUST016,transfer,India,India
346,2025-06-03T02:39:14,1451.91,INR,ACC1088,ACC1063,CUST040,CUST032,payment,India,India
347,2025-06-07T07:06:35,1878.82,INR,ACC1026,ACC1007,CUST019,CUST015,payment,India,India
348,2025-06-06T14:11:41,63083.11,INR,ACC1019,ACC1100,CUST041,CUST026,deposit,India,India
349,2025-06-02T13:28:13,84634.11,INR,ACC1060,ACC1088,CUST047,CUST040,deposit,India,India
350,2025-06-04T00:17:35,85737.0,INR,ACC1051,ACC1021,CUST034,CUST031,transfer,India,India
351,2025-06-04T17:41:50,31087.82,INR,ACC1055,ACC1023,CUST020,CUST047,deposit,India,India
352,2025-06-05T12:50:46,6132.19,INR,ACC1031,ACC1056,CUST007,CUST011,transfer,India,India
353,2025-06-04T00:44:15,11998.32,INR,ACC1032,ACC1049,CUST018,CUST028,payment,India,India
354,2025-06-03T06:21:23,2925.23,INR,ACC1018,ACC1095,CUST044,CUST037,withdrawal,India,India
355,2025-06-06T20:00:44,89832.7,INR,ACC1040,ACC1067,CUST031,CUST038,transfer,India,India
356,2025-06-02T17:35:56,42193.41,INR,ACC1084,ACC1007,CUST015,CUST015,transfer,India,India
357,2025-06-02T01:15:02,7522.25,INR,ACC1086,ACC1054,CUST011,CUST009,withdrawal,India,India
358,2025-06-05T23:51:35,8222.01,INR,ACC1036,ACC1065,CUST048,CUST027,transfer,India,India
359,2025-06-08T06:28:57,62053.83,INR,ACC1069,ACC1097,CUST011,CUST041,deposit,India,India
360,2025-06-06T21:22:05,71740.12,INR,ACC1032,ACC1080,CUST018,CUST048,payment,India,India
361,2025-06-03T03:35:23,27839.87,INR,ACC1048,ACC1092,CUST025,CUST028,payment,Nigeria,India
362,2025-06-01T10:21:36,50575.3,INR,ACC1053,ACC1046,CUST031,CUST038,transfer,India,China
363,2025-06-05T01:05:15,60785.46,INR,ACC1016,ACC1075,CUST031,CUST031,transfer,India,Nigeria
364,2025-06-06T11:52:00,87454.42,INR,ACC1046,ACC1073,CUST038,CUST008,withdrawal,China,India
365,2025-06-06T03:11:18,27963.74,INR,ACC1027,ACC1094,CUST017,CUST042,payment,India,India
366,2025-06-03T10:33:48,12396.51,INR,ACC1074,ACC1080,CUST048,CUST048,transfer,India,India
367,2025-06-06T23:52:34,39337.56,INR,ACC1023,ACC1084,CUST047,CUST015,transfer,India,India
368,2025-06-02T10:10:09,71502.41,INR,ACC1075,ACC1063,CUST031,CUST032,transfer,Nigeria,India
369,2025-06-01T15:57:19,28725.34,INR,ACC1037,ACC1063,CUST041,CUST032,deposit,India,India
370,2025-06-07T01:05:07,50377.69,INR,ACC1020,ACC1096,CUST003,CUST007,payment,India,India
371,2025-06-04T12:48:03,40819.91,INR,ACC1056,ACC1075,CUST011,CUST031,transfer,India,Nigeria
372,2025-06-02T10:12:38,49209.45,INR,ACC1084,ACC1054,CUST015,CUST009,payment,India,India
373,2025-06-07T07:08:24,54482.53,INR,ACC1036,ACC1059,CUST048,CUST012,transfer,India,India
374,2025-06-06T18:35:32,37148.3,INR,ACC1088,ACC1085,CUST040,CUST013,withdrawal,India,India
375,2025-06-06T12:45:24,75418.13,INR,ACC1016,ACC1085,CUST031,CUST013,withdrawal,India,India
376,2025-06-01T18:02:03,77593.07,INR,ACC1010,ACC1073,CUST027,CUST008,deposit,India,India
377,2025-06-03T07:55:12,27189.27,INR,ACC1037,ACC1091,CUST041,CUST039,deposit,India,India
378,2025-06-05T11:01:34,21522.23,INR,ACC1100,ACC1006,CUST026,CUST045,deposit,India,India
379,2025-06-05T19:26:27,17155.91,INR,ACC1086,ACC1036,CUST011,CUST048,payment,India,India
380,2025-06-08T05:42:43,14547.16,INR,ACC1091,ACC1087,CUST039,CUST014,payment,India,India
381,2025-06-07T20:11:30,75292.87,INR,ACC1100,ACC1021,CUST026,CUST031,payment,India,India
382,2025-06-07T14:22:20,50721.42,INR,ACC1014,ACC1057,CUST028,CUST004,deposit,India,India
383,2025-06-05T01:47:33,74518.8,INR,ACC1071,ACC1060,CUST030,CUST047,deposit,India,India
384,2025-06-08T02:15:30,40776.12,INR,ACC1055,ACC1069,CUST020,CUST011,transfer,India,India
385,2025-06-01T18:35:06,16377.26,INR,ACC1004,ACC1001,CUST008,CUST007,deposit,India,India
386,2025-06-01T09:14:42,37175.02,INR,ACC1056,ACC1075,CUST011,CUST031,withdrawal,India,Nigeria
387,2025-06-07T18:52:15,55483.32,INR,ACC1003,ACC1073,CUST016,CUST008,deposit,India,India
388,2025-06-02T02:46:42,19981.57,INR,ACC1081,ACC1008,CUST002,CUST046,transfer,India,India
389,2025-06-01T09:52:28,53535.19,INR,ACC1002,ACC1041,CUST049,CUST016,deposit,India,India
390,2025-06-07T11:26:12,73372.49,INR,ACC1021,ACC1064,CUST031,CUST002,withdrawal,India,India
391,2025-06-01T17:02:19,56514.13,INR,ACC1025,ACC1028,CUST037,CUST005,withdrawal,India,Nigeria
392,2025-06-04T18:34:38,50038.79,INR,ACC1020,ACC1002,CUST003,CUST049,withdrawal,India,India
393,2025-06-06T04:58:20,57996.13,INR,ACC1044,ACC1077,CUST001,CUST016,payment,India,India
394,2025-06-06T20:05:05,86503.02,INR,ACC1085,ACC1095,CUST013,CUST037,transfer,India,India
395,2025-06-04T10:09:14,68357.33,INR,ACC1020,ACC1008,CUST003,CUST046,withdrawal,India,India
396,2025-06-01T23:01:20,19305.95,INR,ACC1088,ACC1094,CUST040,CUST042,transfer,India,India
397,2025-06-03T15:15:28,69325.9,INR,ACC1017,ACC1084,CUST017,CUST015,withdrawal,India,India
398,2025-06-05T09:54:49,35414.36,INR,ACC1090,ACC1049,CUST030,CUST028,payment,India,India
399,2025-06-05T02:08:25,46048.62,INR,ACC1027,ACC1017,CUST017,CUST017,payment,India,India
400,2025-06-05T16:06:09,43230.8,INR,ACC1098,ACC1022,CUST026,CUST021,deposit,India,India
401,2025-06-07T04:24:22,7545.94,INR,ACC1067,ACC1034,CUST038,CUST001,deposit,India,India
402,2025-06-06T08:44:58,62865.61,INR,ACC1090,ACC1050,CUST030,CUST003,deposit,India,India
403,2025-06-08T02:18:13,73363.69,INR,ACC1025,ACC1082,CUST037,CUST042,transfer,India,India
404,2025-06-04T15:10:30,11019.32,INR,ACC1005,ACC1097,CUST024,CUST041,payment,China,India
405,2025-06-05T16:45:44,7664.54,INR,ACC1087,ACC1039,CUST014,CUST039,payment,India,India
406,2025-06-03T11:23:12,62540.39,INR,ACC1047,ACC1031,CUST039,CUST007,transfer,India,India
407,2025-06-07T23:10:47,61812.62,INR,ACC1097,ACC1037,CUST041,CUST041,deposit,India,India
408,2025-06-08T02:32:26,75683.89,INR,ACC1052,ACC1086,CUST013,CUST011,withdrawal,India,India
409,2025-06-04T19:05:36,59564.86,INR,ACC1016,ACC1054,CUST031,CUST009,transfer,India,India
410,2025-06-06T16:52:56,43633.48,INR,ACC1012,ACC1008,CUST040,CUST046,payment,India,India
411,2025-06-07T03:34:23,53946.81,INR,ACC1080,ACC1084,CUST048,CUST015,withdrawal,India,India
412,2025-06-01T18:50:55,18992.51,INR,ACC1024,ACC1075,CUST016,CUST031,deposit,India,Nigeria
413,2025-06-06T23:28:38,68246.82,INR,ACC1037,ACC1097,CUST041,CUST041,deposit,India,India
414,2025-06-01T17:55:08,8071.17,INR,ACC1087,ACC1031,CUST014,CUST007,payment,India,India
415,2025-06-06T21:24:10,36272.73,INR,ACC1096,ACC1062,CUST007,CUST038,payment,India,India
416,2025-06-04T17:34:35,56666.52,INR,ACC1081,ACC1059,CUST002,CUST012,withdrawal,India,India
417,2025-06-07T20:37:51,37907.03,INR,ACC1007,ACC1091,CUST015,CUST039,deposit,India,India
418,2025-06-03T23:42:05,31403.27,INR,ACC1088,ACC1023,CUST040,CUST047,transfer,India,India
419,2025-06-07T00:21:12,57274.47,INR,ACC1060,ACC1076,CUST047,CUST010,deposit,India,India
420,2025-06-04T21:01:36,66902.25,INR,ACC1046,ACC1075,CUST038,CUST031,payment,China,Nigeria
421,2025-06-02T13:51:02,13710.01,INR,ACC1066,ACC1006,CUST040,CUST045,transfer,India,India
422,2025-06-05T03:09:31,27455.79,INR,ACC1062,ACC1034,CUST038,CUST001,deposit,India,India
423,2025-06-01T15:16:19,53432.33,INR,ACC1087,ACC1089,CUST014,CUST010,deposit,India,India
424,2025-06-08T05:25:56,46768.48,INR,ACC1035,ACC1042,CUST029,CUST018,withdrawal,India,India
425,2025-06-04T05:10:00,88232.39,INR,ACC1022,ACC1036,CUST021,CUST048,withdrawal,India,India
426,2025-06-06T14:26:55,81408.88,INR,ACC1088,ACC1036,CUST040,CUST048,deposit,India,India
427,2025-06-04T21:43:41,76501.64,INR,ACC1081,ACC1051,CUST002,CUST034,transfer,India,India
428,2025-06-05T03:49:57,17927.83,INR,ACC1008,ACC1041,CUST046,CUST016,payment,India,India
429,2025-06-06T23:08:38,74052.97,INR,ACC1069,ACC1057,CUST011,CUST004,transfer,India,India
430,2025-06-06T16:43:17,2047.24,INR,ACC1076,ACC1057,CUST010,CUST004,withdrawal,India,India
431,2025-06-08T03:46:32,29791.35,INR,ACC1080,ACC1025,CUST048,CUST037,payment,India,India
432,2025-06-03T18:17:00,89739.62,INR,ACC1010,ACC1009,CUST027,CUST016,payment,India,India
433,2025-06-01T12:00:03,65781.61,INR,ACC1083,ACC1087,CUST006,CUST014,payment,India,India
434,2025-06-04T12:54:37,72231.51,INR,ACC1035,ACC1043,CUST029,CUST007,deposit,India,India
435,2025-06-06T20:34:31,9027.3,INR,ACC1018,ACC1017,CUST044,CUST017,payment,India,India
436,2025-06-04T14:36:43,28466.95,INR,ACC1054,ACC1022,CUST009,CUST021,deposit,India,India
437,2025-06-06T10:00:34,6665.07,INR,ACC1043,ACC1092,CUST007,CUST028,withdrawal,India,India
438,2025-06-01T20:05:15,85434.58,INR,ACC1063,ACC1080,CUST032,CUST048,transfer,India,India
439,2025-06-02T12:32:40,46631.96,INR,ACC1011,ACC1083,CUST020,CUST006,payment,India,India
440,2025-06-08T03:26:02,68831.47,INR,ACC1071,ACC1055,CUST030,CUST020,payment,India,India
441,2025-06-08T05:42:38,5849.05,INR,ACC1025,ACC1054,CUST037,CUST009,deposit,India,India
442,2025-06-02T18:52:37,66575.76,INR,ACC1051,ACC1070,CUST034,CUST021,payment,India,India
443,2025-06-07T23:38:14,25588.3,INR,ACC1034,ACC1052,CUST001,CUST013,payment,India,India
444,2025-06-07T02:35:40,80741.49,INR,ACC1065,ACC1084,CUST027,CUST015,transfer,India,India
445,2025-06-07T22:12:30,34484.02,INR,ACC1022,ACC1026,CUST021,CUST019,transfer,India,India
446,2025-06-04T13:23:12,64326.53,INR,ACC1100,ACC1026,CUST026,CUST019,withdrawal,India,India
447,2025-06-03T03:09:30,81865.86,INR,ACC1098,ACC1046,CUST026,CUST038,transfer,India,China
448,2025-06-07T07:55:56,51454.18,INR,ACC1075,ACC1011,CUST031,CUST020,withdrawal,Nigeria,India
449,2025-06-07T13:22:20,15460.21,INR,ACC1006,ACC1090,CUST045,CUST030,transfer,India,India
450,2025-06-08T06:02:49,75442.03,INR,ACC1025,ACC1069,CUST037,CUST011,transfer,India,India
451,2025-06-01T21:24:56,15325.65,INR,ACC1028,ACC1078,CUST005,CUST028,deposit,Nigeria,India
452,2025-06-05T07:32:17,69387.8,INR,ACC1007,ACC1033,CUST015,CUST001,deposit,India,India
453,2025-06-03T06:24:01,83192.14,INR,ACC1043,ACC1082,CUST007,CUST042,withdrawal,India,India
454,2025-06-06T02:36:30,38463.65,INR,ACC1047,ACC1043,CUST039,CUST007,withdrawal,India,India
455,2025-06-06T05:23:04,30630.3,INR,ACC1042,ACC1098,CUST018,CUST026,transfer,India,India
456,2025-06-02T03:23:13,36534.0,INR,ACC1026,ACC1083,CUST019,CUST006,withdrawal,India,India
457,2025-06-02T17:26:28,52070.3,INR,ACC1011,ACC1045,CUST020,CUST010,payment,India,India
458,2025-06-04T06:21:54,89050.26,INR,ACC1086,ACC1066,CUST011,CUST040,withdrawal,India,India
459,2025-06-03T13:47:40,70033.49,INR,ACC1053,ACC1078,CUST031,CUST028,withdrawal,India,India
460,2025-06-01T09:20:37,81919.38,INR,ACC1064,ACC1013,CUST002,CUST038,deposit,India,India
461,2025-06-04T03:30:31,61986.95,INR,ACC1089,ACC1085,CUST010,CUST013,deposit,India,India
462,2025-06-05T23:23:58,42764.87,INR,ACC1094,ACC1051,CUST042,CUST034,deposit,India,India
463,2025-06-02T03:12:57,29884.65,INR,ACC1084,ACC1069,CUST015,CUST011,deposit,India,India
464,2025-06-01T14:54:38,83209.94,INR,ACC1098,ACC1042,CUST026,CUST018,payment,India,India
465,2025-06-05T18:07:00,43627.27,INR,ACC1054,ACC1072,CUST009,CUST029,withdrawal,India,India
466,2025-06-02T22:39:27,13763.95,INR,ACC1041,ACC1094,CUST016,CUST042,payment,India,India
467,2025-06-07T03:55:13,48582.79,INR,ACC1081,ACC1040,CUST002,CUST031,deposit,India,India
468,2025-06-05T14:53:08,15091.32,INR,ACC1064,ACC1067,CUST002,CUST038,transfer,India,India
469,2025-06-04T23:49:17,34413.57,INR,ACC1037,ACC1001,CUST041,CUST007,transfer,India,India
470,2025-06-04T20:08:51,51128.43,INR,ACC1043,ACC1041,CUST007,CUST016,transfer,India,India
471,2025-06-07T13:49:51,84710.48,INR,ACC1040,ACC1013,CUST031,CUST038,transfer,India,India
472,2025-06-07T13:51:18,10773.57,INR,ACC1055,ACC1012,CUST020,CUST040,payment,India,India
473,2025-06-04T21:20:21,72526.29,INR,ACC1018,ACC1041,CUST044,CUST016,transfer,India,India
474,2025-06-01T21:45:57,42500.13,INR,ACC1023,ACC1006,CUST047,CUST045,transfer,India,India
475,2025-06-02T09:57:26,81208.84,INR,ACC1080,ACC1050,CUST048,CUST003,transfer,India,India
476,2025-06-06T07:18:20,31740.07,INR,ACC1076,ACC1080,CUST010,CUST048,payment,India,India
477,2025-06-06T02:58:03,54223.6,INR,ACC1002,ACC1032,CUST049,CUST018,deposit,India,India
478,2025-06-02T10:21:35,45075.24,INR,ACC1089,ACC1009,CUST010,CUST016,withdrawal,India,India
479,2025-06-02T18:10:32,60071.23,INR,ACC1001,ACC1062,CUST007,CUST038,deposit,India,India
480,2025-06-03T07:20:52,76956.5,INR,ACC1075,ACC1067,CUST031,CUST038,deposit,Nigeria,India
481,2025-06-01T11:37:20,753.56,INR,ACC1021,ACC1054,CUST031,CUST009,payment,India,India
482,2025-06-04T03:48:39,41331.7,INR,ACC1003,ACC1093,CUST016,CUST029,deposit,India,India
483,2025-06-02T20:31:00,22015.76,INR,ACC1060,ACC1038,CUST047,CUST006,payment,India,India
484,2025-06-02T18:46:35,5285.11,INR,ACC1025,ACC1084,CUST037,CUST015,payment,India,India
485,2025-06-02T13:11:41,88038.62,INR,ACC1018,ACC1019,CUST044,CUST041,deposit,India,India
486,2025-06-06T15:18:42,36276.98,INR,ACC1017,ACC1031,CUST017,CUST007,transfer,India,India
487,2025-06-05T18:55:32,1714.13,INR,ACC1051,ACC1018,CUST034,CUST044,transfer,India,India
488,2025-06-02T12:28:11,41208.01,INR,ACC1043,ACC1094,CUST007,CUST042,payment,India,India
489,2025-06-07T16:51:04,35531.31,INR,ACC1059,ACC1014,CUST012,CUST028,deposit,India,India
490,2025-06-07T15:10:24,8512.77,INR,ACC1046,ACC1040,CUST038,CUST031,transfer,China,India
491,2025-06-08T02:29:07,64467.19,INR,ACC1015,ACC1023,CUST002,CUST047,payment,India,India
492,2025-06-05T21:07:02,48899.69,INR,ACC1069,ACC1072,CUST011,CUST029,transfer,India,India
493,2025-06-05T14:25:36,86140.52,INR,ACC1002,ACC1029,CUST049,CUST017,transfer,India,India
494,2025-06-02T12:42:51,4698.09,INR,ACC1060,ACC1069,CUST047,CUST011,transfer,India,India
495,2025-06-06T07:04:54,27477.0,INR,ACC1050,ACC1022,CUST003,CUST021,payment,India,India
496,2025-06-04T12:55:47,8365.26,INR,ACC1073,ACC1022,CUST008,CUST021,payment,India,India
497,2025-06-06T01:07:01,16843.33,INR,ACC1010,ACC1061,CUST027,CUST030,withdrawal,India,India
498,2025-06-06T02:38:40,21977.79,INR,ACC1074,ACC1041,CUST048,CUST016,payment,India,India
499,2025-06-04T12:01:17,13571.11,INR,ACC1081,ACC1080,CUST002,CUST048,deposit,India,India
500,2025-06-03T13:34:56,53361.43,INR,ACC1010,ACC1005,CUST027,CUST024,deposit,India,China
501,2025-06-07T01:24:34,61457.79,INR,ACC1028,ACC1065,CUST005,CUST027,transfer,Nigeria,India
502,2025-06-08T07:15:13,87453.61,INR,ACC1091,ACC1043,CUST039,CUST007,deposit,India,India
503,2025-06-04T17:31:05,28478.3,INR,ACC1016,ACC1048,CUST031,CUST025,deposit,India,Nigeria
504,2025-06-05T10:35:33,31665.54,INR,ACC1072,ACC1037,CUST029,CUST041,transfer,India,India
505,2025-06-04T20:40:48,77914.23,INR,ACC1092,ACC1004,CUST028,CUST008,transfer,India,India
506,2025-06-01T16:34:40,22271.98,INR,ACC1078,ACC1099,CUST028,CUST041,transfer,India,India
507,2025-06-02T12:00:05,14579.92,INR,ACC1042,ACC1003,CUST018,CUST016,transfer,India,India
508,2025-06-07T21:13:27,83437.1,INR,ACC1058,ACC1006,CUST043,CUST045,transfer,India,India
509,2025-06-03T23:27:12,2622.85,INR,ACC1039,ACC1048,CUST039,CUST025,withdrawal,India,Nigeria
510,2025-06-07T04:21:30,32771.69,INR,ACC1011,ACC1003,CUST020,CUST016,deposit,India,India
511,2025-06-03T21:48:39,69762.3,INR,ACC1026,ACC1075,CUST019,CUST031,deposit,India,Nigeria
512,2025-06-07T11:43:13,31674.43,INR,ACC1015,ACC1008,CUST002,CUST046,withdrawal,India,India
513,2025-06-05T17:08:18,28318.71,INR,ACC1099,ACC1052,CUST041,CUST013,deposit,India,India
514,2025-06-05T18:12:16,26616.31,INR,ACC1035,ACC1073,CUST029,CUST008,deposit,India,India
515,2025-06-06T23:48:05,62922.44,INR,ACC1053,ACC1045,CUST031,CUST010,deposit,India,India
516,2025-06-05T19:43:22,4292.73,INR,ACC1008,ACC1025,CUST046,CUST037,withdrawal,India,India
517,2025-06-02T11:29:31,19949.89,INR,ACC1093,ACC1012,CUST029,CUST040,deposit,India,India
518,2025-06-06T05:20:05,72486.55,INR,ACC1070,ACC1098,CUST021,CUST026,withdrawal,India,India
519,2025-06-03T22:00:11,10955.38,INR,ACC1037,ACC1044,CUST041,CUST001,transfer,India,India
